timestamp,symbol,realized_pnl,unrealized_pnl,total_pnl,commission_cost,tax_cost,slippage_cost,impact_cost,spread_cost,total_cost,gross_pnl,net_pnl
2026-03-17 09:00:00,028260,0.0,-1078.3073929961538,-1078.3073929961538,126.72424610894942,0.0,1079.685463317683,328.72696785724185,0.0,1535.1366772838742,-1078.3073929961538,-1205.0316391051033
2026-03-17 09:00:05,028260,0.0,-3827.3027562105563,-3827.3027562105563,1366.1623493044824,0.0,109038.97825230188,3753.837813648046,0.0,114158.9784152544,-3827.3027562105563,-5193.465105515039
2026-03-17 09:01:00,028260,1428.9730388103635,6406.484926796984,7835.457965607347,13865.304883407545,0.0,2086.6267554679466,2082.966006774144,0.0,18034.897645649635,7835.457965607347,-6029.846917800198
2026-03-17 09:01:05,028260,-11640.821369219571,0.0,-11640.821369219571,24397.452392147643,0.0,6482.592177375436,6471.219208643199,0.0,37351.26377816628,-11640.821369219571,-36038.273761367214
2026-03-17 09:01:10,028260,284995.68665961624,0.0,284995.68665961624,555.7415889862517,0.0,496.5502985073561,4.305721206533518,0.0,1056.5976087001413,284995.68665961624,284439.94507063
2026-03-17 09:01:10,028260,0.0,-504.31334038375644,-504.31334038375644,42.900647001057564,0.0,505.2041703147163,4.320959560979363,0.0,552.4257768767533,-504.31334038375644,-547.213987384814
2026-03-17 09:02:00,028260,-9.02449904079549,0.0,-9.02449904079549,557.6908132406188,0.0,747.2360997374581,4.70696657082018,0.0,1309.633879548897,-9.02449904079549,-566.7153122814143
2026-03-17 09:02:15,028260,0.0,-254.74867285997607,-254.74867285997607,42.975712300929,0.0,254.97538687333474,4.752898949439562,0.0,302.7039981237033,-254.74867285997607,-297.72438516090506
2026-03-17 09:04:55,028260,-509.0996380522265,0.0,-509.0996380522265,557.6915156178751,0.0,747.5981758528319,4.347099088508375,0.0,1309.6367905592156,-509.0996380522265,-1066.7911536701017
2026-03-17 09:13:45,028260,0.0,-253.56342586828396,-253.56342586828396,42.97553451388024,0.0,253.78803516413745,3.5665823904533536,0.0,300.330152068471,-253.56342586828396,-296.5389603821642
2026-03-17 09:15:10,028260,-506.81478888512356,0.0,-506.81478888512356,557.6936598421172,0.0,748.7035310299132,3.2484864679638767,0.0,1309.6456773399943,-506.81478888512356,-1064.5084487272406
2026-03-17 09:15:45,028260,0.0,-253.19404150859918,-253.19404150859918,42.97547910622629,0.0,253.4179968715877,3.196866704331266,0.0,299.59034268214526,-253.19404150859918,-296.1695206148255
2026-03-17 09:18:05,028260,-1506.025307017262,0.0,-1506.025307017262,555.744479032258,0.0,252.6071685802888,2.8287560171938604,0.0,811.1804036297407,-1506.025307017262,-2061.76978604952
2026-03-17 09:20:40,028260,0.0,-29725.42945067142,-29725.42945067142,2956.7963144176006,0.0,21999.989536463352,12494.270665370086,0.0,37451.05651625104,-29725.42945067142,-32682.22576508902
2026-03-17 09:21:35,028260,44153.99470663222,0.0,44153.99470663222,38524.45237710674,0.0,74156.73845388125,12352.056272805583,0.0,125033.24710379358,44153.99470663222,5629.54232952548
2026-03-17 09:21:55,028260,0.0,-252.48499869555235,-252.48499869555235,42.90037274980433,0.0,496.6510530443327,2.4871944082116837,0.0,542.0386202023487,-252.48499869555235,-295.38537144535667
2026-03-17 09:22:50,028260,-1005.0569038438844,0.0,-1005.0569038438844,555.7449847849608,0.0,252.34826775211724,2.5696278793287646,0.0,810.6628804164069,-1005.0569038438844,-1560.801888628845
2026-03-17 09:24:05,028260,0.0,-771.1535286834114,-771.1535286834114,128.2531730293025,0.0,771.8496688821833,21.17262451986248,0.0,921.2754664313483,-771.1535286834114,-899.4067017127139
2026-03-17 09:24:10,028260,0.0,-14587.857893262873,-14587.857893262873,1710.5725056546867,0.0,13833.464796493437,3821.3342395447285,0.0,19365.371541692853,-14587.857893262873,-16298.43039891756
2026-03-17 09:24:15,028260,0.0,-23074.661357120494,-23074.661357120494,1154.5105205195784,0.0,8496.171763928656,1738.7206634336117,0.0,11389.402947881845,-23074.661357120494,-24229.171877640074
2026-03-17 09:35:10,028260,52848.66068760218,1170.3619806125644,54019.02266821475,38460.52018384941,0.0,6595.889087986337,10641.259787298648,0.0,55697.669059134394,54019.02266821475,15558.502484365337
2026-03-17 09:38:40,028260,433.4112963255029,0.0,433.4112963255029,556.7205878335577,0.0,2.262631525622699,2.2606519704821717,0.0,561.2438713296626,433.4112963255029,-123.3092915080548
2026-03-17 09:40:25,028260,0.0,-252.17432658653706,-252.17432658653706,42.90032614898798,0.0,252.39687038702485,2.1762454293812947,0.0,297.47344196539416,-252.17432658653706,-295.07465273552504
2026-03-17 09:41:10,028260,0.0,-25712.53250480059,-25712.53250480059,2789.881553726732,0.0,25495.25849928785,9222.983470260548,0.0,37508.123523275135,-25712.53250480059,-28502.414058527324
2026-03-17 09:41:15,028260,0.0,-26482.14173087891,-26482.14173087891,128.70294138391156,0.0,770.3001544653881,19.62683055805911,0.0,918.6299264073588,-26482.14173087891,-26610.84467226282
2026-03-17 09:44:05,028260,0.0,-61234.20920931385,-61234.20920931385,42.8253101217656,0.0,252.29022344586497,2.0693054104246738,0.0,297.1848389780552,-61234.20920931385,-61277.03451943561
2026-03-17 15:21:20,028260,-10633.870564789919,-681359.4347920379,-691993.3053568278,537.2072625123477,0.0,9658.19595245208,9.071152579942874,0.0,10204.474367544371,-691993.3053568278,-692530.5126193401
2026-03-17 15:21:25,028260,-787341.5607354598,0.0,-787341.5607354598,37520.958199486035,0.0,95506.55670826862,43267.1439696873,0.0,176294.65887744195,-787341.5607354598,-824862.5189349458
2026-03-17 15:21:30,028260,0.0,-266.4145907473285,-266.4145907473285,41.5524621886121,0.0,266.6710559114226,16.430392324478373,0.0,324.65391042451307,-266.4145907473285,-307.96705293594056
2026-03-17 15:21:40,028260,0.0,-38482.068260474014,-38482.068260474014,1541.6948480504589,0.0,38358.277872992636,29073.75605395946,0.0,68973.72877500256,-38482.068260474014,-40023.76310852447
2026-03-17 15:21:45,028260,0.0,-56565.04542197246,-56565.04542197246,1372.624946574225,0.0,18118.78171796235,9852.446598575267,0.0,29343.853263111843,-56565.04542197246,-57937.670368546685
2026-03-17 15:22:25,028260,-170768.35464138247,703.3092194088385,-170065.04542197363,37552.125,0.0,114317.33126855192,131003.40136054535,0.0,282872.8576290973,-170065.04542197363,-207617.17042197363
2026-03-17 15:22:55,028260,0.0,-119019.9979444794,-119019.9979444794,2691.595996074583,0.0,137011.5338182603,56350.063378729166,0.0,196053.19319306404,-119019.9979444794,-121711.59394055398
2026-03-17 15:23:00,028260,0.0,-107790.21567387029,-107790.21567387029,251.62803265940906,0.0,8058.746565827815,521.7792279097672,0.0,8832.15382639699,-107790.21567387029,-108041.8437065297
