timestamp,sharpe,total_pnl,n_trades,fill_rate,avg_latency_ms,max_drawdown,sortino,total_impact_bps
2026-03-16 05:32:47.976910,1.2317333396134664,15951054.339257224,109.0,1.1647149460708783,1.5060182306210848,0.9999735489949555,47.02391735931643,0.4189202027020777
