,cumulative_net_pnl
2026-03-17 09:00:05,5944315.692011671
2026-03-17 09:00:10,9765944.430908592
2026-03-17 09:00:55,9741062.028514005
2026-03-17 09:01:00,9680961.543917526
2026-03-17 09:17:30,9653313.770137785
2026-03-17 09:20:15,9732921.033506293
2026-03-17 09:20:20,9690444.27605661
2026-03-17 09:22:00,9665317.160623878
2026-03-17 09:25:10,9509724.918718193
2026-03-17 09:25:20,9481726.118672293
2026-03-17 09:28:35,9512351.114231888
2026-03-17 09:33:05,9486082.355845025
2026-03-17 09:36:35,9567651.697360033
2026-03-17 09:41:50,9546934.03081242
2026-03-17 09:41:55,9545956.582152706
2026-03-17 09:45:25,9512494.761722494
2026-03-17 09:53:15,9490957.236452002
2026-03-17 09:55:05,9485473.333391726
2026-03-17 09:55:10,9436015.346432567
2026-03-17 09:56:25,9411938.546494449
2026-03-17 09:57:25,9422600.262978822
2026-03-17 09:58:00,9418931.700070428
2026-03-17 09:58:05,9400914.241459452
2026-03-17 10:07:20,9342529.716027003
2026-03-17 10:25:35,9319433.042111157
2026-03-17 10:34:00,9376845.932837397
2026-03-17 10:40:55,9353913.141436454
2026-03-17 10:50:30,9254243.014116513
2026-03-17 14:04:35,9252523.748601317
2026-03-17 14:04:40,9230278.532822965
2026-03-17 14:05:00,9263409.370598732
2026-03-17 14:08:35,9266466.204309432
2026-03-17 14:19:40,9250504.444123512
2026-03-17 14:19:45,9197668.444971805
2026-03-17 14:20:10,9179734.159126058
2026-03-17 14:20:10,9126913.953995775
2026-03-17 14:26:35,9110193.660863806
2026-03-17 14:29:40,9012742.902712356
2026-03-17 14:36:00,8996632.51663045
2026-03-17 14:37:45,8944253.79924677
2026-03-17 14:39:30,8927310.28551204
2026-03-17 14:39:35,8875018.020596324
2026-03-17 14:43:55,8858824.31040143
2026-03-17 14:45:10,8806157.615473317
2026-03-17 14:47:10,8790091.051152855
2026-03-17 14:47:50,8740179.118115485
2026-03-17 14:48:15,8737044.197530223
2026-03-17 14:48:50,8737725.268955285
2026-03-17 14:58:00,8723786.17191745
2026-03-17 14:59:00,8673016.902645448
2026-03-17 14:59:35,8652281.429858109
2026-03-17 15:00:40,8645173.091862665
2026-03-17 15:01:50,8631659.987290826
2026-03-17 15:01:55,8627383.524506949
2026-03-17 15:03:30,8620820.34647974
2026-03-17 15:04:40,8592150.849503204
2026-03-17 15:04:50,8547827.356072687
2026-03-17 15:05:05,8636700.297665095
2026-03-17 15:06:00,8548377.665206134
2026-03-17 15:12:20,8525782.139407748
2026-03-17 15:12:25,8516369.748013724
2026-03-17 15:13:00,8515546.648175826
2026-03-17 15:13:10,8516041.58418274
2026-03-17 15:13:50,8515718.676592119
2026-03-17 15:14:05,8512904.658447668
2026-03-17 15:20:10,8424419.890447665
2026-03-17 15:20:35,8754555.131508444
2026-03-17 15:20:40,8673253.225110812
2026-03-17 15:21:15,8668182.460060716
2026-03-17 15:21:25,8667347.922115022
2026-03-17 15:21:30,8668240.694102114
2026-03-17 15:21:45,8667408.62365983
2026-03-17 15:22:05,8665564.270273238
2026-03-17 15:22:10,8664732.783536162
2026-03-17 15:22:40,8663120.770556211
2026-03-17 15:24:45,8633307.169667006
2026-03-17 15:24:50,8568479.550238475
2026-03-17 15:29:15,8548563.669919325
2026-03-17 15:29:55,8495834.84121431
