,cumulative_net_pnl
2026-03-17 09:00:00,-55546.323349609374
2026-03-17 09:00:35,-128958.49398483275
2026-03-17 09:00:55,-233326.0494032462
2026-03-17 09:01:10,7155387.366481709
2026-03-17 09:03:00,7070377.761893811
2026-03-17 09:08:50,7084296.671030551
2026-03-17 09:10:05,7027422.671978469
2026-03-17 09:11:05,6936540.900741078
2026-03-17 15:20:00,6845769.93199108
2026-03-17 15:20:05,6676936.38267992
2026-03-17 15:20:50,6492692.917982667
