timestamp,n_states,n_fills,fill_rate,net_pnl,is_bps,annualized_turnover,cancel_rate,sharpe_ratio,max_drawdown,avg_slippage_bps,total_commission
2026-03-17 01:53:23.462901,4173.0,53.0,1.9094630387671563,129890233.18503375,2.163615398767979,71.03527813780875,0.9845119812974868,5.384726159944701,0.9999806480173402,-0.2579718881473117,1493845.5143161514
