timestamp,n_states,n_fills,fill_rate,net_pnl,is_bps,annualized_turnover,cancel_rate,sharpe_ratio,max_drawdown,avg_slippage_bps,total_commission
2026-03-17 02:29:46.877024,2087.0,110.0,1.1821082341391582,16068968.073775338,1.0145391375758623,41.080063862488934,0.8186356073211315,1.2356780929793627,0.9999754732073822,0.3226944980607892,1850395.195886696
