,cumulative_net_pnl
2026-03-17 09:00:10,-11304.536839264378
2026-03-17 09:01:30,-77523.7189955662
2026-03-17 09:22:40,-99524.0963609186
2026-03-17 09:29:00,23845.112156796065
2026-03-17 09:37:20,2183.270980763031
2026-03-17 09:41:50,-18237.276926998355
2026-03-17 09:44:30,-39823.48530629423
2026-03-17 09:45:35,-60124.10755340397
2026-03-17 09:45:50,-81720.14825938077
2026-03-17 09:49:35,-137936.45519878663
2026-03-17 09:54:50,-159665.11358048304
2026-03-17 09:59:35,-143877.0137006741
2026-03-17 10:02:35,-165638.39674951727
2026-03-17 10:07:55,-221732.49073940306
2026-03-17 10:10:15,-243551.8156313746
2026-03-17 10:13:35,-155705.79353657173
2026-03-17 10:20:15,-177423.18878907542
2026-03-17 10:34:25,-161464.18258734373
2026-03-17 10:45:15,-183151.47139943705
2026-03-17 10:56:15,-131172.18170929106
2026-03-17 11:11:20,-152790.5486600623
2026-03-17 11:32:00,-136679.34560296382
2026-03-17 11:46:40,-153901.44946041232
2026-03-17 11:47:40,-157983.60834224848
2026-03-17 14:32:30,-249788.1406117747
2026-03-17 14:42:10,-271284.4794453698
2026-03-17 15:20:15,-410742.50102286675
2026-03-17 15:20:20,-474651.33689165744
2026-03-17 15:29:00,-612776.7385508446
2026-03-17 15:29:00,-637628.98712571
