timestamp,sharpe_ratio,net_pnl,n_fills,fill_rate,is_bps,max_drawdown,annualized_turnover,avg_latency_ms
2026-03-17 12:23:04.255733,5.077207147903834,124220558.5170867,54.0,1.9654708520179371,7.087869223514166,0.9999833154450604,77.52792854528428,1.5108158880498626
