,cumulative_net_pnl
2026-03-13 10:12:37,-4578.586442401678
2026-03-13 10:17:58,764.5221626852799
2026-03-13 10:22:09,-9426.595742896847
2026-03-13 10:24:25,-76962.21683081091
2026-03-13 10:24:25,-87192.0671449977
2026-03-13 10:30:12,-78708.17541950292
2026-03-13 10:33:13,-88969.07402001668
2026-03-13 10:33:20,-113495.56286342087
2026-03-13 10:34:24,-113573.4331747464
2026-03-13 10:37:18,-114083.5589434325
2026-03-13 10:37:31,-124131.59615130007
2026-03-13 10:40:31,-180664.1637338521
2026-03-13 10:41:41,-190526.7393438128
2026-03-13 10:55:01,-192858.41511444902
2026-03-13 10:55:21,-207725.66319038416
2026-03-13 10:56:39,-236963.51402850088
2026-03-13 10:57:12,-237041.30191861442
2026-03-13 10:58:41,-246183.10078229514
2026-03-13 10:58:51,-280079.99372138374
2026-03-13 10:59:09,-294928.7659341115
2026-03-13 10:59:40,-292643.413599867
2026-03-13 11:00:48,-302848.64681268646
2026-03-13 11:01:31,-337152.41921017645
2026-03-13 11:15:10,-346848.6734236496
2026-03-13 11:17:14,-424001.9000972778
2026-03-13 11:17:14,-433781.92591670883
2026-03-13 11:19:03,-499995.4850116453
2026-03-13 11:19:03,-509568.9576660801
2026-03-13 11:22:44,-586221.0610624389
2026-03-13 11:22:44,-595596.3930785422
2026-03-13 11:25:27,-587148.509580958
2026-03-13 11:25:27,-596928.4215207142
2026-03-13 11:30:25,-663094.4010258474
2026-03-13 11:30:25,-672626.7396976809
2026-03-13 11:35:31,-717280.4895482064
2026-03-13 11:35:31,-726692.8970310419
2026-03-13 11:41:27,-803294.6438713396
2026-03-13 11:41:27,-812618.5798700819
2026-03-13 11:44:16,-878407.2692176081
2026-03-13 11:44:16,-887654.3509130805
2026-03-13 11:48:02,-878866.4259642082
2026-03-13 11:48:02,-888344.7196721593
2026-03-13 11:53:11,-943738.2200237474
2026-03-13 11:53:11,-953216.120595761
2026-03-13 11:57:53,-1029634.287802825
2026-03-13 11:57:53,-1038786.9069902268
2026-03-13 11:59:38,-1104484.5525536204
2026-03-13 11:59:38,-1113660.3790755235
2026-03-13 12:08:31,-1075801.1555743595
2026-03-13 12:08:32,-1092799.581794979
2026-03-13 12:08:33,-1114877.1160523063
2026-03-13 12:08:33,-1124955.3590984107
2026-03-13 12:11:00,-1190913.6029925402
2026-03-13 12:11:07,-1200394.0257782952
2026-03-13 12:18:39,-1276840.434091492
2026-03-13 12:18:39,-1286098.716608954
2026-03-13 12:21:47,-1362385.7004666799
2026-03-13 12:21:47,-1371548.1743612436
2026-03-13 12:27:14,-1415691.2515921437
2026-03-13 12:27:14,-1424809.7375982762
2026-03-13 12:31:38,-1490288.3985525048
2026-03-13 12:31:38,-1499380.577526651
2026-03-13 12:39:06,-1532791.4255181646
2026-03-13 12:39:06,-1541893.948245068
2026-03-13 12:41:32,-1596638.7828367327
2026-03-13 12:41:32,-1605696.1044656609
2026-03-13 12:46:48,-1628444.0753411993
2026-03-13 12:46:48,-1637563.7341917327
2026-03-13 12:51:58,-1649732.7069039675
2026-03-13 12:51:58,-1658918.0860057054
2026-03-13 12:59:31,-1650584.0163138132
2026-03-13 13:00:51,-1652285.29320897
2026-03-13 13:01:15,-1660010.2015162106
2026-03-13 13:02:33,-1736838.6416154925
2026-03-13 13:02:33,-1746442.4787703948
2026-03-13 13:08:45,-1801532.6873147893
2026-03-13 13:08:45,-1810812.8846755554
2026-03-13 13:10:02,-1839175.065210155
2026-03-13 13:10:41,-1875980.9523954124
