,cumulative_net_pnl
2026-03-17 09:00:00,-12521.414783742583
2026-03-17 09:00:30,-237653.1966217063
2026-03-17 09:00:45,-263693.8142617956
2026-03-17 10:13:15,-658529.6861382993
2026-03-17 10:13:20,-690527.4182941477
2026-03-17 10:13:25,-383628.11548281496
2026-03-17 10:17:55,-407258.1113578716
2026-03-17 10:29:10,-433322.70974736125
2026-03-17 12:42:10,-455364.0827146362
2026-03-17 13:55:30,-448496.4439073703
2026-03-17 13:56:15,-470283.0003185839
