timestamp,symbol,score,expected_return,confidence,horizon_steps,is_valid,tag_strategy,tag_spec_version,tag_exit_type
2026-03-13 10:12:20,005930,0.3,3.0,0.3,1,True,Compiled:imbalance_momentum,1.0,
2026-03-13 10:12:46,005930,0.3,3.0,0.3,1,True,Compiled:imbalance_momentum,1.0,
2026-03-13 10:12:47,005930,0.3,3.0,0.3,1,True,Compiled:imbalance_momentum,1.0,
2026-03-13 10:12:48,005930,0.3,3.0,0.3,1,True,Compiled:imbalance_momentum,1.0,
2026-03-13 10:12:49,005930,0.3,3.0,0.3,1,True,Compiled:imbalance_momentum,1.0,
2026-03-13 10:12:50,005930,0.3,3.0,0.3,1,True,Compiled:imbalance_momentum,1.0,
2026-03-13 10:12:51,005930,0.3,3.0,0.3,1,True,Compiled:imbalance_momentum,1.0,
2026-03-13 10:12:52,005930,0.3,3.0,0.3,1,True,Compiled:imbalance_momentum,1.0,
2026-03-13 10:12:53,005930,0.3,3.0,0.3,1,True,Compiled:imbalance_momentum,1.0,
2026-03-13 10:12:54,005930,0.3,3.0,0.3,1,True,Compiled:imbalance_momentum,1.0,
2026-03-13 10:12:55,005930,0.3,3.0,0.3,1,True,Compiled:imbalance_momentum,1.0,
2026-03-13 10:12:56,005930,0.3,3.0,0.3,1,True,Compiled:imbalance_momentum,1.0,
2026-03-13 10:12:57,005930,0.3,3.0,0.3,1,True,Compiled:imbalance_momentum,1.0,
2026-03-13 10:12:58,005930,0.3,3.0,0.3,1,True,Compiled:imbalance_momentum,1.0,
2026-03-13 10:12:59,005930,0.3,3.0,0.3,1,True,Compiled:imbalance_momentum,1.0,
2026-03-13 10:13:00,005930,0.3,3.0,0.3,1,True,Compiled:imbalance_momentum,1.0,
2026-03-13 10:13:01,005930,0.3,3.0,0.3,1,True,Compiled:imbalance_momentum,1.0,
2026-03-13 10:13:02,005930,0.3,3.0,0.3,1,True,Compiled:imbalance_momentum,1.0,
2026-03-13 10:13:03,005930,0.3,3.0,0.3,1,True,Compiled:imbalance_momentum,1.0,
2026-03-13 10:13:04,005930,0.3,3.0,0.3,1,True,Compiled:imbalance_momentum,1.0,
2026-03-13 10:13:05,005930,0.8,8.0,0.8,1,True,Compiled:imbalance_momentum,1.0,
2026-03-13 10:13:06,005930,0.8,8.0,0.8,1,True,Compiled:imbalance_momentum,1.0,
2026-03-13 10:13:07,005930,0.8,8.0,0.8,1,True,Compiled:imbalance_momentum,1.0,
2026-03-13 10:13:08,005930,0.8,8.0,0.8,1,True,Compiled:imbalance_momentum,1.0,
2026-03-13 10:13:09,005930,0.8,8.0,0.8,1,True,Compiled:imbalance_momentum,1.0,
2026-03-13 10:13:10,005930,0.8,8.0,0.8,1,True,Compiled:imbalance_momentum,1.0,
2026-03-13 10:13:11,005930,0.8,8.0,0.8,1,True,Compiled:imbalance_momentum,1.0,
2026-03-13 10:13:12,005930,0.8,8.0,0.8,1,True,Compiled:imbalance_momentum,1.0,
2026-03-13 10:13:13,005930,0.8,8.0,0.8,1,True,Compiled:imbalance_momentum,1.0,
2026-03-13 10:13:14,005930,0.8,8.0,0.8,1,True,Compiled:imbalance_momentum,1.0,
2026-03-13 10:13:15,005930,0.8,8.0,0.8,1,True,Compiled:imbalance_momentum,1.0,
