,cumulative_net_pnl
2026-03-12 10:20:50,-4345.177080919376
2026-03-12 10:22:20,-41611.47207587593
2026-03-12 10:22:20,-50815.19231112107
2026-03-12 10:23:35,-64480.031432767486
2026-03-12 10:25:55,-73520.08096397693
2026-03-12 10:32:00,-107883.51832927423
2026-03-12 10:32:05,-117001.5966894033
2026-03-12 10:32:40,-110577.77568109447
2026-03-12 10:32:45,-151498.191905884
2026-03-12 10:35:05,-151576.56424652916
2026-03-12 10:35:10,-151893.89341611078
2026-03-12 10:35:25,-151972.30311750981
2026-03-12 10:41:45,-161478.8375737365
2026-03-12 10:44:45,-185636.65723560308
2026-03-12 10:46:15,-195614.31818906066
2026-03-12 10:48:35,-248192.64134429014
2026-03-12 10:58:00,-303554.0822565587
2026-03-12 10:58:10,-334907.78584946407
2026-03-12 10:59:20,-343889.7852084244
2026-03-12 11:06:05,-378166.3164521414
2026-03-12 11:06:05,-387102.58918181306
2026-03-12 11:06:55,-420959.7040368456
2026-03-12 11:07:00,-435253.207560046
2026-03-12 11:08:15,-474552.0195423595
2026-03-12 11:12:15,-483773.5072979546
2026-03-12 11:25:45,-560398.344333419
2026-03-12 11:28:30,-569240.8444974851
2026-03-12 11:28:40,-624351.2138472605
2026-03-12 11:29:05,-633190.0352137454
2026-03-12 13:02:15,-657836.9320532677
2026-03-12 13:06:05,-667131.839816903
2026-03-12 13:15:35,-732713.891816829
2026-03-12 13:19:40,-741670.3532239171
2026-03-12 13:20:30,-744655.0999774713
2026-03-12 13:22:10,-744733.328682399
2026-03-12 13:27:20,-745248.4862903171
2026-03-12 13:28:35,-745326.704965074
2026-03-12 13:34:10,-754716.0586375524
2026-03-12 13:39:50,-809891.0279051013
2026-03-12 13:41:50,-818701.513370718
2026-03-12 13:51:35,-839571.5103507064
2026-03-12 13:53:45,-848345.5219948515
2026-03-12 14:02:30,-871817.8236915284
2026-03-12 14:19:15,-871896.0171238297
2026-03-12 14:22:30,-872510.9339736323
2026-03-12 14:22:30,-872589.0859746141
2026-03-12 14:31:50,-873103.7951666762
2026-03-12 14:32:05,-881874.2496326829
2026-03-12 14:37:10,-957987.0521365085
2026-03-12 14:37:35,-966713.1291158636
2026-03-12 14:40:00,-924728.0422821096
2026-03-12 14:40:35,-958232.2948272254
2026-03-12 14:46:45,-966936.8709769761
2026-03-12 15:20:55,-1054065.3040631195
2026-03-12 15:22:00,-1060541.3028093139
2026-03-12 15:23:10,-1115765.4228118374
2026-03-12 15:27:25,-1127607.1151852359
2026-03-12 15:27:35,-1148685.2344704662
2026-03-12 15:27:40,-1021901.4592334824
