,cumulative_net_pnl
2026-03-17 09:00:00,-8911.418397650596
2026-03-17 09:03:05,-77696.73875181776
2026-03-17 09:03:55,-94692.51998419984
2026-03-17 09:09:05,-238843.3851531429
2026-03-17 09:09:05,-254414.73514083732
2026-03-17 09:10:35,-291680.7572595721
2026-03-17 09:15:10,-362815.23837669403
2026-03-17 09:17:25,-362881.2127964838
2026-03-17 09:17:35,-363037.8002423332
2026-03-17 09:37:50,-363103.8056614075
2026-03-17 09:44:55,-363460.58009613317
2026-03-17 09:45:10,-378156.6982197568
2026-03-17 10:12:05,-430553.30639539706
2026-03-17 10:24:45,-446591.7600140294
2026-03-17 10:29:50,-422960.4824185098
2026-03-17 10:33:15,-423026.5027455804
2026-03-17 10:41:00,-438816.5387304243
2026-03-17 10:50:05,-490057.78148974146
2026-03-17 11:07:50,-504783.4962571296
2026-03-17 11:21:10,-573946.8261155824
2026-03-17 11:28:10,-588394.9763495142
2026-03-17 11:28:55,-457051.76224377466
2026-03-17 11:29:15,-531917.7025999706
2026-03-17 11:31:35,-526557.4062197274
2026-03-17 11:35:10,-526623.3854530794
2026-03-17 11:36:05,-526879.9678453619
2026-03-17 11:36:40,-526945.9452260532
2026-03-17 11:37:05,-527202.5262845716
2026-03-17 11:37:15,-527268.4921340145
2026-03-17 11:37:25,-527425.0737008527
2026-03-17 11:37:45,-527491.0395762365
2026-03-17 11:37:50,-527647.6205200437
2026-03-17 11:38:10,-527713.5857993125
2026-03-17 11:41:15,-527969.9752096876
2026-03-17 11:51:25,-542703.9496879524
2026-03-17 12:01:55,-611672.8172905139
2026-03-17 12:02:10,-626157.3453044493
2026-03-17 12:04:05,-657685.2048459226
2026-03-17 12:07:55,-672099.9062681202
2026-03-17 12:23:00,-685804.8237575857
2026-03-17 12:23:10,-721305.7413632594
2026-03-17 12:27:50,-735426.3816625436
2026-03-17 13:37:00,-803217.8596652212
2026-03-17 13:37:00,-817283.6425695122
2026-03-17 13:42:40,-829685.5471591041
2026-03-17 13:53:25,-829751.4724034552
2026-03-17 14:02:45,-834269.9469753138
2026-03-17 14:02:50,-843121.0743227974
2026-03-17 14:13:05,-843377.0399533452
2026-03-17 14:28:25,-855281.2232566269
2026-03-17 14:38:05,-869253.0838114652
2026-03-17 14:38:30,-888018.9654493721
2026-03-17 15:21:40,-1130294.3751973994
2026-03-17 15:24:40,-1026098.119849718
2026-03-17 15:26:15,-1043148.292853811
2026-03-17 15:28:35,-1024402.0008293597
