,cumulative_net_pnl
2026-03-17 09:00:10,-25168.758543308548
2026-03-17 09:01:40,-363650.92621946585
2026-03-17 09:17:50,2462422.748687677
2026-03-17 09:19:00,3876535.127720219
2026-03-17 09:20:15,3864664.0113071757
2026-03-17 09:20:20,3857029.0112480056
2026-03-17 09:21:55,3658228.4545409256
2026-03-17 09:22:00,3635662.3706312547
2026-03-17 09:27:25,3763008.4150784295
2026-03-17 09:27:35,3762178.783006302
2026-03-17 09:27:50,3760770.6947994847
2026-03-17 09:28:20,3759910.116422427
2026-03-17 15:20:05,3749438.0377784213
2026-03-17 15:22:25,3711050.758015046
2026-03-17 15:24:05,3598661.9295927174
2026-03-17 15:29:00,3577927.8999316986
