,cumulative_net_pnl
2026-03-17 09:00:00,-20140.808068303206
2026-03-17 09:01:35,-67395.60860161766
2026-03-17 09:04:10,-99377.95697104957
2026-03-17 09:04:30,-100033.42478010297
2026-03-17 09:07:20,86435.84680715909
2026-03-17 09:07:25,38270.16789981291
2026-03-17 09:07:30,29847.00430492744
2026-03-17 09:10:25,29525.89748992637
2026-03-17 09:10:30,28954.8159088236
2026-03-17 09:14:45,28633.899539644568
2026-03-17 09:15:25,28061.874084348296
2026-03-17 09:15:40,27740.073917626127
2026-03-17 09:15:45,26169.637850207306
2026-03-17 09:16:05,25848.141101957473
2026-03-17 09:16:05,24778.838454013923
2026-03-17 09:25:05,-7817.649457424079
2026-03-17 09:27:30,-24388.940498250886
2026-03-17 09:32:25,-50332.01513907913
2026-03-17 09:33:35,-110173.01842853677
2026-03-17 09:36:05,-110819.16425093025
2026-03-17 09:36:10,-134662.01104597852
2026-03-17 09:38:00,-217150.42559579865
2026-03-17 09:42:30,-242941.47230131246
2026-03-17 09:42:35,-243591.13660451875
2026-03-17 09:47:05,-290588.19560191705
2026-03-17 09:47:10,-335184.17928926885
2026-03-17 09:50:15,-343884.5627597896
2026-03-17 09:50:20,-348954.5524419958
2026-03-17 09:50:25,-352249.72460800665
2026-03-17 09:50:45,-353241.3819895899
2026-03-17 09:52:05,-424061.0019516307
2026-03-17 10:19:15,-456776.5330765352
2026-03-17 10:19:20,-460477.8319842247
2026-03-17 10:20:20,-462205.0974008914
2026-03-17 10:21:55,-490375.0678061588
2026-03-17 10:25:40,-528506.9892180152
2026-03-17 10:25:45,-548106.6982130015
2026-03-17 10:29:50,-589472.3634162907
2026-03-17 10:30:15,-643667.5033651461
2026-03-17 10:31:55,-673765.205093385
2026-03-17 10:32:15,-639078.3080352421
2026-03-17 10:35:55,-613768.3151085791
2026-03-17 10:36:00,-659857.8264672292
2026-03-17 10:40:45,-736618.2687435054
2026-03-17 11:31:30,-713680.4205134716
2026-03-17 11:45:00,-724947.3139973233
2026-03-17 11:45:05,-744393.7176254026
2026-03-17 11:50:45,-771730.5366518488
2026-03-17 11:51:30,-795548.248962184
2026-03-17 13:47:30,-806916.3767093313
2026-03-17 13:56:20,-829476.6772295524
2026-03-17 14:06:00,-889544.7114099532
2026-03-17 14:06:05,-906862.2872819236
2026-03-17 14:09:35,-932308.1522988505
2026-03-17 14:14:55,-909870.6165656385
2026-03-17 14:15:00,-910912.4477102052
2026-03-17 14:15:20,-965234.8261484464
2026-03-17 14:19:10,-967788.3495665909
2026-03-17 14:19:15,-969841.8729847354
2026-03-17 14:19:20,-972269.6708274707
2026-03-17 14:46:10,-983738.9224519045
2026-03-17 14:57:30,-1066589.374036649
2026-03-17 14:59:50,-1093075.2033031203
2026-03-17 15:03:05,-1128544.8059080304
2026-03-17 15:03:15,-1153326.9674731772
2026-03-17 15:04:05,-1212019.2408796088
2026-03-17 15:04:20,-1236584.2374162707
2026-03-17 15:08:35,-1321304.60308528
2026-03-17 15:08:45,-1332992.9745884123
2026-03-17 15:08:50,-1342276.216981846
2026-03-17 15:21:05,-1304100.8543957116
2026-03-17 15:21:30,-1249353.1293735001
2026-03-17 15:22:10,-1354005.055807177
2026-03-17 15:22:10,-1492342.8358027283
2026-03-17 15:25:45,-1547619.8385200077
2026-03-17 15:25:50,-1600044.6153950086
2026-03-17 15:28:10,-1546728.3728522614
2026-03-17 15:28:15,-1563191.5193957996
2026-03-17 15:28:20,-1576444.9758062868
2026-03-17 15:28:25,-1589211.2934934192
2026-03-17 15:28:30,-1600149.9120198484
2026-03-17 15:28:55,-1641105.6059169087
2026-03-17 15:29:15,-1514223.7395119942
2026-03-17 15:29:20,-1527648.0666021293
2026-03-17 15:29:25,-1541059.8770618693
2026-03-17 15:29:30,-1571009.0450101146
