,cumulative_net_pnl
2026-03-17 09:00:00,9143388.355702154
2026-03-17 09:00:25,9130986.61953179
2026-03-17 09:09:15,8960511.05521105
2026-03-17 09:10:00,9960556.005225273
2026-03-17 09:10:25,9959904.56639108
2026-03-17 09:14:40,9944112.267702062
2026-03-17 09:15:10,9981661.252111426
2026-03-17 09:15:30,9939920.534103066
2026-03-17 09:16:05,9926859.343792047
2026-03-17 09:17:05,9888208.351767566
2026-03-17 09:26:50,9718650.725730661
2026-03-17 09:31:20,9717999.598504083
2026-03-17 09:31:20,9715555.824589185
2026-03-17 09:32:20,9714904.771279119
2026-03-17 09:32:20,9712461.071125528
2026-03-17 09:39:45,9711810.053174188
2026-03-17 09:46:00,9700757.934686508
2026-03-17 09:47:15,9656379.888790179
2026-03-17 09:51:50,9644344.091774758
2026-03-17 09:54:50,9567693.61322129
2026-03-17 09:58:20,9538335.662627054
2026-03-17 09:59:10,9537685.179825222
2026-03-17 09:59:15,9536243.749588387
2026-03-17 10:02:05,9535593.29036444
2026-03-17 10:02:05,9533151.983364532
2026-03-17 10:02:30,9532501.484571503
2026-03-17 10:02:30,9530060.138085596
2026-03-17 10:06:15,9516649.37906726
2026-03-17 10:08:05,9507453.744781155
2026-03-17 10:14:15,9506803.492297871
2026-03-17 10:18:50,9504362.36831714
2026-03-17 10:20:55,9503712.103955679
2026-03-17 10:30:25,9490064.57607278
2026-03-17 10:30:55,9527621.627057986
2026-03-17 10:33:00,9503279.106490899
2026-03-17 10:40:50,9492298.665212678
2026-03-17 10:45:15,9429067.657672804
2026-03-17 10:45:35,9416078.170856813
2026-03-17 10:53:20,9390617.560842073
2026-03-17 11:03:00,9378648.52757567
2026-03-17 11:03:05,9334469.714462608
2026-03-17 11:06:30,9322479.430749346
2026-03-17 11:06:40,9278149.49207209
2026-03-17 11:07:50,9265153.28022538
2026-03-17 11:09:30,9258853.831281427
2026-03-17 11:15:10,9244879.747288994
2026-03-17 11:19:25,9219666.20322697
2026-03-17 11:26:55,9207724.253973065
2026-03-17 11:31:20,9201436.076215258
2026-03-17 11:36:55,9188497.152964838
2026-03-17 11:38:20,9182155.919872748
2026-03-17 11:47:50,9168225.971627086
2026-03-17 11:55:55,9104931.972964482
2026-03-17 11:58:00,9091978.692680934
2026-03-17 12:04:25,9047756.917459188
2026-03-17 12:13:15,9035815.664612569
2026-03-17 12:13:20,8991706.21100518
2026-03-17 12:19:35,8979774.96088332
2026-03-17 12:20:30,8955072.165675726
2026-03-17 12:26:05,8941655.449697796
2026-03-17 12:29:20,8916443.595325083
2026-03-17 12:34:10,8901500.335999198
2026-03-17 12:45:00,8819342.305305302
2026-03-17 12:57:15,8805311.349421673
2026-03-17 12:58:10,8766661.614372255
2026-03-17 13:00:50,8804235.134240562
2026-03-17 13:06:20,8763902.386116408
2026-03-17 13:08:50,8750853.473328652
2026-03-17 13:13:40,8712203.950024404
2026-03-17 13:17:10,8749880.382048387
2026-03-17 13:18:10,8725864.231169166
2026-03-17 13:22:10,8711765.441093318
2026-03-17 13:24:15,8692115.941812748
2026-03-17 13:25:20,8709786.868199807
2026-03-17 13:25:40,8690137.43402533
2026-03-17 13:27:15,8707757.41877728
2026-03-17 13:31:10,8683659.572857045
2026-03-17 14:02:35,8671678.102107821
2026-03-17 14:07:55,8666563.92640552
2026-03-17 14:10:40,8651569.905292735
2026-03-17 14:14:50,8683454.909918616
2026-03-17 14:39:25,8671518.163736798
2026-03-17 14:40:00,8627487.122584669
2026-03-17 14:45:25,8614559.975488398
2026-03-17 14:57:20,8453701.566945024
2026-03-17 14:57:40,8440002.45049328
2026-03-17 15:01:30,8271069.819565842
2026-03-17 15:05:50,8257294.772832628
2026-03-17 15:07:10,8187922.60557789
2026-03-17 15:09:15,8174032.731547997
2026-03-17 15:11:25,8084972.284996929
2026-03-17 15:16:15,8071239.188615207
2026-03-17 15:17:00,8022494.804092409
2026-03-17 15:18:45,8008744.028540178
2026-03-17 15:20:00,7999388.58737047
2026-03-17 15:20:30,7981570.151404556
2026-03-17 15:20:45,7853105.514834874
2026-03-17 15:22:10,7818623.85848355
2026-03-17 15:23:30,7870171.923049808
2026-03-17 15:28:25,7855129.650763742
2026-03-17 15:29:00,7926601.157594785
