,cumulative_net_pnl
2026-03-17 09:00:05,-15718.143866107897
2026-03-17 09:00:35,-26778.438108257884
2026-03-17 09:04:00,-52594.3283960769
2026-03-17 09:05:05,-47598.902683205786
2026-03-17 09:10:35,-52048.80035672255
2026-03-17 09:10:40,-50646.06084669253
2026-03-17 09:10:45,-72160.07518856139
2026-03-17 09:15:30,-130940.55875501357
2026-03-17 09:17:25,-155133.78233418323
2026-03-17 09:18:50,-181550.27014498122
2026-03-17 09:22:10,-204998.9677745086
2026-03-17 09:26:40,-391176.53006649367
2026-03-17 09:54:35,-420926.69297845423
2026-03-17 09:58:20,-450523.33625843347
2026-03-17 10:04:10,-479616.4604732265
2026-03-17 10:08:05,-395551.08756793034
2026-03-17 10:10:15,-466015.81973970734
2026-03-17 10:16:10,-472016.1612130513
2026-03-17 10:17:05,-487140.44175922003
2026-03-17 10:17:10,-488983.96235024784
2026-03-17 10:24:50,-481724.1166959958
2026-03-17 10:24:55,-483286.6073206428
2026-03-17 12:00:30,-485798.9799836688
2026-03-17 12:00:35,-510832.047171735
2026-03-17 12:11:35,-515643.14135981817
2026-03-17 12:12:20,-526091.7125558711
2026-03-17 12:12:25,-536539.9579289835
2026-03-17 12:24:05,-562269.3564475026
2026-03-17 12:27:10,-592483.9379878443
2026-03-17 12:27:15,-618944.5218849026
2026-03-17 12:49:40,-644869.3733570559
2026-03-17 13:00:00,-673368.487727531
2026-03-17 13:03:25,-699528.1286566539
2026-03-17 13:05:15,-694628.6029178154
2026-03-17 13:13:15,-706236.0368887259
2026-03-17 13:13:20,-716287.170550046
2026-03-17 13:18:10,-708996.4701537101
2026-03-17 13:26:10,-733628.3970909093
2026-03-17 13:31:15,-644362.4424293528
2026-03-17 13:31:20,-651096.7294787186
2026-03-17 13:31:30,-656137.1711584127
2026-03-17 13:38:20,-713846.6692540363
2026-03-17 13:51:30,-738154.0463841996
2026-03-17 14:08:00,-731945.2101242966
2026-03-17 14:27:25,-756049.2387399694
2026-03-17 14:38:40,-814702.2900780109
2026-03-17 14:45:35,-840188.8840016796
2026-03-17 14:54:30,-1096392.0290897288
2026-03-17 14:58:40,-1124641.2580274926
2026-03-17 15:00:05,-1187588.9508599797
2026-03-17 15:05:40,-1217552.7020271723
2026-03-17 15:13:45,-1283968.5677573024
2026-03-17 15:15:15,-1318474.69235296
2026-03-17 15:19:25,-1356712.226692581
2026-03-17 15:21:10,-1428380.642624005
2026-03-17 15:28:50,-2115472.1502060927
