timestamp,symbol,side,filled_qty,fill_price,fee,slippage_bps,market_impact_bps,latency_ms,parent_id,order_id
2026-03-17 09:00:05,402340,BUY,16,589393.9748953974,1414.5455397489538,15.190737389930911,6.694560669455123,1.4264732973513936,244a88dd-f5ae-4b6d-a80d-5cf79aa00d5f,6632ae4d-fbd5-4f6d-8007-001024ff6eff
2026-03-17 09:00:35,402340,SELL,32,589751.3684210526,36800.48538947368,-4.2640953528852,4.210526315790304,1.1746785304483844,e7a6bd42-474d-444a-b311-0c041f723a76,c4ad9308-759b-4ac9-b418-25cdb1d90aa3
2026-03-17 09:04:00,402340,BUY,32,592217.9138844117,2842.6459866451764,12.137174715328527,3.6840893391662277,1.6068011856605229,c00462e0-edc7-492a-89e2-59ccec7b2902,93880421-a893-4e84-a080-f74a6913070f
2026-03-17 09:05:05,402340,SELL,32,592812.0906302562,36991.47445532799,11.590722320872423,3.1661224893644206,1.4219538627348665,f6dfabb3-f28d-4574-858e-52ae7c5578a2,af4fbc58-2f34-474d-a871-9b9428d10fb8
2026-03-17 09:10:35,402340,BUY,4,596023.0709577355,357.6138425746413,-7.9954575400581716,0.38774718883243864,1.6286408439508637,d112cf48-c414-4651-8552-65789cac903c,b2ea3dd1-c5c8-40d8-80e0-68ca8ebab9b2
2026-03-17 09:10:40,402340,BUY,1,596007.859311073,89.40117889666094,-8.250472572121193,0.13197835554946669,1.4566651615778026,d112cf48-c414-4651-8552-65789cac903c,b2ea3dd1-c5c8-40d8-80e0-68ca8ebab9b2
2026-03-17 09:10:45,402340,BUY,27,596207.3842383594,2414.6399061653556,-4.905545040077084,3.4825228943644317,1.5335374405869742,d112cf48-c414-4651-8552-65789cac903c,b2ea3dd1-c5c8-40d8-80e0-68ca8ebab9b2
2026-03-17 09:15:30,402340,SELL,32,594823.0147673447,37116.95612148231,-5.433385489397676,2.972044209157149,1.4255208259436598,21e32850-d58b-4ad7-ab47-4b00647a1a40,bd22cc60-9fcc-44c1-91fd-4f1905a79ee7
2026-03-17 09:17:25,402340,BUY,32,593167.0631773724,2847.201903251388,11.258450251011736,2.8196316856108923,1.5927277834935853,7b28cb2d-3211-4175-9c7e-b61015ae57d1,b2efa1fc-7fae-4f8d-8904-ad98ebf86449
2026-03-17 09:18:50,402340,SELL,32,592830.504239179,36992.62346452477,11.280467747616493,2.85586791610849,1.5566899624463362,22762e17-e2f2-4629-a7df-562e6d98f0a2,bcc99b90-99d3-44ec-93e2-8b58c6c2cc86
2026-03-17 09:22:10,402340,BUY,32,594143.6502533847,2851.8895212162465,-5.994108437599271,2.420391800922044,1.3135665181612528,48f32768-dbd3-435e-b20a-17db2491731e,48053378-62fe-4184-aa59-1c231b43d49d
2026-03-17 09:26:40,402340,SELL,32,588830.1700098948,36743.00260861743,45.13660169239624,2.8784744085633527,1.4546462059260838,eedf33f3-f679-4fc1-aeaa-36299a98d539,fc47ba33-68a1-418f-8ef9-344559649239
2026-03-17 09:54:35,402340,BUY,32,594340.5415097723,2852.834599246907,82.11266343973371,5.737851891698427,1.5787285045790926,720d3fd2-65e4-4a86-b87f-529d2eff0481,6150b1eb-9082-4f9a-a964-a15cf1e945ba
2026-03-17 09:58:20,402340,SELL,32,593732.8840213423,37048.931962931754,12.903548842014022,4.493119910138497,1.4195592809281323,491b88b5-8601-45ec-820c-6ba9611f7824,0ed000c8-70dc-4419-b35b-658a0313fd92
2026-03-17 10:04:10,402340,BUY,32,593320.1621073962,2847.9367781155015,-19.845885493756562,5.4035798716653565,1.6806258103300742,135a6e04-70ef-49a0-b168-a5c481f5498a,35b28826-7c1a-4e1e-8e2f-a2a3d5caebf0
2026-03-17 10:08:05,402340,SELL,7,594955.2159432746,8121.138697625697,-16.0810764861036,0.7520412548353675,1.240524688108025,cec6d580-0c2e-4588-b8a3-244c50a85e34,ed13f89b-7071-47bf-8cb5-83128c29fc5c
2026-03-17 10:10:15,402340,SELL,25,593839.3975383287,28949.670629993525,2.7037451459821598,2.699201036493114,1.524298598139616,cec6d580-0c2e-4588-b8a3-244c50a85e34,b5efe2e1-c320-485b-8096-a6c93b9b1d22
2026-03-17 10:16:10,402340,BUY,9,594077.592969204,802.0047505084253,-7.105248625669471,1.3073794305636042,1.4211430417600406,5fc5064b-9e3b-48c7-b740-cec3196c120f,a0431e05-c5b9-43ec-967b-521cd1794d99
2026-03-17 10:17:05,402340,BUY,20,594167.0889639639,1782.5012668918919,-5.599849218437237,2.815315315314343,1.6025963125330929,5fc5064b-9e3b-48c7-b740-cec3196c120f,f0550c6a-b9a8-4f95-9dc6-f4db3a0a7a05
2026-03-17 10:17:10,402340,BUY,3,594025.4030532173,267.3114313739478,-7.983127784401435,0.42802111570909307,1.2527608405958097,5fc5064b-9e3b-48c7-b740-cec3196c120f,f0550c6a-b9a8-4f95-9dc6-f4db3a0a7a05
2026-03-17 10:24:50,402340,SELL,31,594829.5901412352,35957.44872403766,-5.54398891901013,2.861626511584345,1.265865293221252,b00b07b1-e7fc-4abb-83fe-1adc6401aa80,0bb8d4f0-23ac-442c-86cf-e0eeed08a94f
2026-03-17 10:24:55,402340,SELL,1,594994.5165745856,1160.2393073204419,-8.318193012373044,0.09208103130852272,1.384271922356417,b00b07b1-e7fc-4abb-83fe-1adc6401aa80,0bb8d4f0-23ac-442c-86cf-e0eeed08a94f
2026-03-17 12:00:30,402340,BUY,4,598038.3874076454,358.8230324445872,9.010667910382432,0.6424670735623484,1.5268583983232886,6b4a5aaf-df20-4379-b613-948b144cd824,00a32bc3-6490-4d57-beb6-4a744c908a22
2026-03-17 12:00:35,402340,BUY,28,598304.292469989,2512.8780283739543,13.460961840820799,5.092761004000716,1.4714380585866143,6b4a5aaf-df20-4379-b613-948b144cd824,00a32bc3-6490-4d57-beb6-4a744c908a22
