symbol,n_fills,n_states,total_realized_pnl,total_unrealized_pnl,net_pnl,total_commission,total_slippage,total_impact,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,max_drawdown_duration,annualized_vol,var_95,expected_shortfall_95,fill_rate,cancel_rate,is_bps,vwap_diff_bps,avg_slippage_bps,avg_market_impact_bps,timing_score,partial_fill_rate,maker_fill_ratio,avg_latency_ms,annualized_turnover,avg_holding_period,iqm_return,alpha_contribution,execution_contribution,cost_contribution,timing_contribution,alpha_fraction
000270,73.0,5161.0,-1467736.5071442302,-73358.61789430899,-2367045.1234459477,825949.9984074085,1561342.8302588626,926481.1256223816,-7.527846842345631,-7.605375268866879,-8195668.491629086,0.999999592185766,71.0,1088713.0571276473,102694.156997195,220673.21041218453,1.0,0.9822580645161291,18.626313431173994,-8.377465385961498,15.36399975357871,8.086175439255308,0.3287671232876712,0.0022580645161290325,0.0,1.4754440914545617,27.775527581897506,5040.0,9.120945315590001,0.0,2344214.247558907,-2387292.828666271,-1476417.1919752057,-0.0
000660,101.0,5161.0,9365444.760503406,0.0,7926601.157594785,1438843.6029086206,872298.2782197056,39957.18072187355,-1.7558475705689118,-5.152359890448763,-25233536.88710264,0.12151700147900468,94.0,1746338.2303949415,91030.65605199915,159657.7732796276,1.0,0.9289732770745429,2.5483083796027257,-46.46072006793327,2.81860464084523,0.21733705180583862,0.6633663366336634,0.0,0.0,1.4681016375747868,34.31012015997887,5041.0,4.164490925859659,0.0,1652617.7263178492,-2311141.881128326,-149679.98404225265,-0.0
000810,61.0,5161.0,1469692.6370568748,-444.57850018516183,700500.6308995005,768747.4276571892,2220219.108926602,1552510.6301536465,0.49107230843150373,3.208004700524593,2983954.4690201296,0.9999159551919674,55.0,6075894.795757514,80114.64160256895,228545.8713398135,1.0,0.9839181286549707,26.74136577925273,-16.971552728583962,30.356229600661383,16.52990643093834,0.2786885245901639,0.0029239766081871343,0.0,1.5047638636513598,30.407072919579242,2496.5,18.15807366067507,0.0,3249597.965715633,-2988966.5365837915,-2136388.44694911,-0.0
005380,30.0,5161.0,-49522.17163617839,-21876.417112298543,-637628.98712571,566230.3983772331,710966.6738386794,43357.65033473848,-6.353026991738516,-9.212954154651085,-5442551.726941983,0.9999984882272952,26.0,856685.0898191254,119597.05390332273,138791.71161834206,1.0,0.9888030888030888,-0.9323383515672268,33.029274878780555,-0.46730896524064197,0.7711829613937335,0.7333333333333333,0.0003861003861003861,0.0,1.4819439733817636,46.133434777630946,5039.0,-0.7267664098795013,0.0,1211191.012563045,-1277197.0722159124,40260.68426636206,-0.0
005490,27.0,5161.0,-158869.9913748058,-19670.061321190442,-513765.82450354536,335225.7718075491,345169.8208486949,123547.06273005251,-10.150447178116645,-13.794210142534071,-4773007.060115655,0.9999979693498102,26.0,470225.32939219376,62015.37497731636,74360.15983500812,0.9446640316205533,0.972636815920398,8.74435070266555,-6.4257764062184375,1.6906831450522133,2.7712177233998556,0.4444444444444444,0.0,0.0,1.4688257672343825,30.73355557298192,5041.0,4.1815859728154425,0.0,894704.2140226739,-680395.592656244,-352724.55033995473,-0.0
005930,79.0,5161.0,463164.3624296868,-6042.381621778768,-909115.2901183381,1366237.2709262462,538201.8889916356,45327.89277585421,-2.9222813132229555,-4.889174015996421,-2923139.359234005,0.9999993284409626,78.0,1000292.9502188998,73878.33772301889,137754.3576466677,1.0,0.9335038363171355,-3.7552148745147464,-5.550499227558121,0.9075881396964616,0.2998628373834726,0.759493670886076,0.0,0.0,1.5169572938367455,42.07554174409057,5041.0,1.403210792096906,0.0,1372907.9083115594,-1904439.1599178817,851934.5784125392,0.0
006400,43.0,5161.0,-115500.78801468678,-15179.904955870006,-670688.1226617716,540007.4296912148,417502.1434960281,93503.51790916159,-10.522871480405849,-10.942520844702353,-3952896.679199094,0.9999984821257708,42.0,375647.52991230466,49342.09330908913,83364.23534342881,0.9636363636363636,0.9871060171919771,2.301942140892424,-6.600357463180375,2.3018455574529817,1.2691104696084616,0.7906976744186046,0.0019102196752626551,0.0,1.463546251404159,30.796326860110074,5041.0,3.9892086582964326,0.0,835233.2767556227,-957509.573187243,52609.85776301043,-0.0
006800,42.0,5161.0,1713767.0183613554,81027.81156371412,1638364.0788171857,156430.75110788393,999801.2868904691,40771.34139633761,1.3755615106601178,4.5706947903659625,10151839.90502885,0.9999975802378316,38.0,7380124.597350035,74552.6618054704,391487.0074357673,0.9964317573595004,0.9897854954034729,39.761527572289275,-30.96123646229901,17.306547193350244,0.8796455110180927,0.5714285714285714,0.0002553626149131767,0.0,1.498551782046388,9.465383303649595,5041.0,5.45942383843376,0.0,674305.4151319084,-1156232.0379983531,-475883.4377752513,-0.0
009150,79.0,5161.0,9587860.830330038,-390.35255372780375,8495834.84121431,1091635.6365620005,1725148.188605789,437087.7309840992,1.1854447887842352,17.271569968247643,96536056.10489601,0.08539161316063226,77.0,6953819.896932174,88346.95279011698,110299.47384426976,1.0,0.9759862778730704,6.484971680055413,65.15970968833285,15.209049664075492,3.067452139504907,0.5316455696202531,0.0010291595197255575,0.0,1.4967065077382142,33.17959061382808,5040.0,2.9891028078833375,0.0,3302858.3561012056,-2816783.8251677896,-688771.347782991,-0.0
009540,45.0,5161.0,-82511.31728286663,6299.325358416885,-530094.8926464921,453882.90072204237,813138.2499583237,580958.1387382487,-2.982369776312815,-6.8595770102130595,-2568614.6044430314,0.9999987436917159,43.0,861265.2253493761,73154.62576787418,75505.1667377558,0.9569691300280636,0.9916170903190914,8.010590526673592,-70.12584540001254,9.362051509310204,9.219879290274104,0.4444444444444444,0.0016224986479177934,0.0,1.474316591432009,23.9352998813813,5041.0,7.01803376786316,0.0,1533552.2936069332,-1267021.150680366,-357096.057974135,-0.0
