,cumulative_net_pnl
2026-03-17 09:00:00,-4334.667493253149
2026-03-17 09:00:40,-141616.33426815656
2026-03-17 09:00:55,-150917.41963893705
2026-03-17 09:01:45,-125176.69934312656
2026-03-17 09:03:20,-133925.7795757327
2026-03-17 09:06:20,-178072.8077342448
2026-03-17 09:07:05,-186970.1933926359
2026-03-17 09:09:40,-261210.04537144414
2026-03-17 09:14:10,-269742.2569476768
2026-03-17 09:15:20,-253963.16407714563
2026-03-17 09:17:55,-262627.39622719714
2026-03-17 09:18:35,-246618.0787293748
2026-03-17 09:22:15,-255346.23574270116
2026-03-17 09:25:20,-315425.6631366306
2026-03-17 09:26:30,-309528.9669599581
2026-03-17 09:33:50,-318166.88931183424
2026-03-17 09:34:20,-332110.9799385318
2026-03-17 09:39:25,-340650.1145658931
2026-03-17 09:45:30,-394595.13962034415
2026-03-17 09:49:55,-403154.2925452451
2026-03-17 09:50:05,-427076.2562817246
2026-03-17 09:51:50,-435616.6862188468
2026-03-17 09:58:45,-519714.4354483552
2026-03-17 10:01:50,-528263.4226598336
2026-03-17 10:08:15,-542181.4935899227
2026-03-17 10:16:05,-550735.6234966865
2026-03-17 10:27:25,-614374.9815995039
2026-03-17 10:30:30,-622754.3312767949
2026-03-17 10:34:20,-616526.5999126981
2026-03-17 10:39:45,-624963.162226124
2026-03-17 10:44:50,-658710.4798230482
2026-03-17 10:46:10,-667148.0126763155
2026-03-17 10:53:35,-640878.959191035
2026-03-17 11:03:15,-649331.7179246591
2026-03-17 11:08:25,-683119.168125357
2026-03-17 11:18:20,-691490.5601960499
2026-03-17 11:22:30,-715254.7373113863
2026-03-17 11:28:50,-723613.7348763811
2026-03-17 11:32:25,-727348.745191267
2026-03-17 11:36:55,-735664.0596471083
2026-03-17 11:37:00,-779437.3437966043
2026-03-17 11:47:50,-787698.464523008
2026-03-17 11:56:20,-861513.0056126523
2026-03-17 12:02:20,-869908.2345899192
2026-03-17 12:05:15,-893651.0938820376
2026-03-17 12:32:55,-901998.1413548652
2026-03-17 12:48:05,-975808.9700970617
2026-03-17 13:08:05,-984167.2531048763
2026-03-17 13:18:05,-1007896.4375274249
2026-03-17 13:25:15,-1016246.2390716595
2026-03-17 13:31:05,-1059832.2867387717
2026-03-17 13:31:10,-1068162.131008456
2026-03-17 13:33:20,-1091850.4908059074
2026-03-17 13:42:15,-1100191.5632887562
2026-03-17 13:45:55,-1113851.7990706088
2026-03-17 13:54:35,-1122174.3028034451
2026-03-17 13:55:20,-1145823.6885752792
2026-03-17 13:58:35,-1154165.4204864814
2026-03-17 14:10:30,-1187794.1406931118
2026-03-17 14:33:20,-1196063.089920386
2026-03-17 14:41:20,-1229743.9059791248
2026-03-17 14:45:25,-1238007.8640137173
2026-03-17 15:12:45,-1493406.026617168
2026-03-17 15:18:10,-1300183.6628125233
2026-03-17 15:18:15,-1300262.8080219498
2026-03-17 15:18:55,-1300690.237233952
2026-03-17 15:19:50,-1309930.1336859127
2026-03-17 15:20:00,-960166.6157180278
2026-03-17 15:20:05,-967151.0222057686
2026-03-17 15:20:35,-970879.935202586
2026-03-17 15:21:30,-970959.6080963206
2026-03-17 15:22:05,-972488.542772706
2026-03-17 15:25:30,-982677.0465934263
2026-03-17 15:28:10,-850508.2316308726
2026-03-17 15:28:40,-897966.94612094
2026-03-17 15:28:50,-899395.3248134964
2026-03-17 15:29:20,-899475.5699679425
2026-03-17 15:29:35,-900104.5671393161
2026-03-17 15:29:55,-909115.2901183381
