,cumulative_net_pnl
2026-03-17 09:00:00,-461.56025911705404
2026-03-17 09:00:05,-6669.012475371591
2026-03-17 09:00:10,-42765.12046560073
2026-03-17 09:00:20,75630.68046806607
2026-03-17 09:00:30,102650.39253526168
2026-03-17 09:00:35,78375.00053258266
2026-03-17 09:02:20,229277.1301299136
2026-03-17 09:04:25,229202.19194759216
2026-03-17 09:05:25,183769.48059356125
2026-03-17 09:06:30,144213.25706548212
2026-03-17 09:06:35,130592.16373783877
2026-03-17 09:07:40,129791.77895736642
2026-03-17 09:09:00,129716.4193111082
2026-03-17 09:09:10,129268.49156574858
2026-03-17 09:13:45,84686.81412749244
2026-03-17 09:14:50,-60911.01890534368
2026-03-17 09:14:55,-63811.29094212818
2026-03-17 09:15:40,-116954.00192311597
2026-03-17 09:24:30,-187546.9803155361
2026-03-17 09:26:55,-226267.36617557946
2026-03-17 09:28:25,-277829.1451304861
2026-03-17 09:40:30,-277903.1858143705
2026-03-17 09:42:20,-312192.8572117157
2026-03-17 09:44:40,-354659.68232005043
2026-03-17 09:47:35,-385250.86451415066
2026-03-17 09:47:55,-432004.4779902868
2026-03-17 09:48:00,-454254.46077231085
2026-03-17 09:51:25,-454799.40368318534
2026-03-17 09:55:40,-489570.0284811037
2026-03-17 09:56:20,-560025.5101099728
2026-03-17 09:58:15,-600262.3415771724
2026-03-17 10:00:15,-651178.4240561695
2026-03-17 10:07:10,-691354.1948376177
2026-03-17 10:16:30,-684698.0368496627
2026-03-17 10:18:45,-685043.195011253
2026-03-17 10:23:05,-685117.2828770577
2026-03-17 10:23:45,-685361.8744031517
2026-03-17 10:42:05,-730453.3192955023
2026-03-17 10:42:10,-809518.0469991207
2026-03-17 10:46:45,-843492.7640225837
2026-03-17 10:46:45,-912384.6206868552
2026-03-17 10:52:30,-914351.8652085944
2026-03-17 10:52:35,-941124.7753401723
2026-03-17 10:54:05,-935764.3257212192
2026-03-17 10:54:10,-944231.3023223965
2026-03-17 10:54:15,-944598.2783207409
2026-03-17 10:54:20,-973975.693544484
2026-03-17 11:06:25,-1004677.1511757728
2026-03-17 11:14:10,-1049987.354789168
2026-03-17 11:26:55,-1078625.4849287046
2026-03-17 11:26:55,-1091173.0351345164
2026-03-17 11:27:00,-1096175.510793197
2026-03-17 11:27:05,-1101927.480436325
2026-03-17 11:27:10,-1121758.0793000543
2026-03-17 11:27:15,-1127887.7856615307
2026-03-17 11:30:40,-1129681.1974692133
2026-03-17 11:31:25,-1130616.9511629832
2026-03-17 11:38:25,-1150610.7465622677
2026-03-17 11:38:25,-1211509.4631745727
2026-03-17 11:42:25,-1236808.7529030978
2026-03-17 11:42:30,-1297314.2948572878
2026-03-17 11:43:40,-1299175.0167775822
2026-03-17 11:43:45,-1320848.6579105917
2026-03-17 11:45:35,-1358083.421569254
2026-03-17 11:50:00,-1385990.719236595
2026-03-17 11:55:05,-1463289.7806830497
2026-03-17 11:57:30,-1489146.202062261
2026-03-17 11:57:50,-1523050.836509784
2026-03-17 12:02:20,-1561585.2098532878
2026-03-17 12:04:40,-1583557.6158166707
2026-03-17 12:07:15,-1609832.0009099734
2026-03-17 12:20:40,-1644214.1808022955
2026-03-17 12:36:25,-1669325.5430743485
2026-03-17 12:36:45,-1742966.2293491026
2026-03-17 12:39:55,-1747073.9277933245
2026-03-17 12:42:20,-1761188.9281495498
2026-03-17 12:54:40,-1768995.2979579614
2026-03-17 13:02:55,-1790986.6844348833
2026-03-17 13:03:05,-1847907.0136590987
2026-03-17 13:13:30,-1849127.202823098
2026-03-17 13:13:35,-1854059.5741060453
2026-03-17 13:13:40,-1865657.5658155805
2026-03-17 13:17:05,-1841198.6813062946
2026-03-17 13:17:10,-1842938.3282962178
2026-03-17 13:17:15,-1867241.8715360716
2026-03-17 13:17:20,-1892370.350597208
2026-03-17 13:25:50,-1919462.1454317211
2026-03-17 13:29:15,-1991292.452952698
2026-03-17 13:29:20,-2000554.0059077204
2026-03-17 13:29:25,-2000900.6487219504
2026-03-17 15:17:45,-2048192.5002458834
2026-03-17 15:19:30,-2028939.166118493
2026-03-17 15:20:10,-3426518.660552217
2026-03-17 15:21:10,-2324796.470323776
2026-03-17 15:22:20,-2325200.8752372377
2026-03-17 15:23:45,-2461977.416013558
2026-03-17 15:28:30,-2449223.415472922
