,cumulative_net_pnl
2026-03-17 09:00:00,-19700.83151780758
2026-03-17 09:02:50,-54106.03914979047
2026-03-17 09:05:10,-88775.52549777116
2026-03-17 09:06:55,-209285.81506205891
2026-03-17 09:13:15,-239970.05908572953
2026-03-17 09:15:40,-260451.3266794639
2026-03-17 09:18:55,-425510.21123471844
2026-03-17 09:19:00,-432675.5024582708
2026-03-17 09:19:10,-433073.793160416
2026-03-17 09:19:15,-444254.92870137666
2026-03-17 09:19:20,-445230.33581399044
2026-03-17 09:19:25,-449848.1790156945
2026-03-17 09:23:10,-439875.96035947686
2026-03-17 09:23:15,-454947.0642142942
2026-03-17 09:32:25,-488046.3624765689
2026-03-17 09:37:20,-515928.9789563889
2026-03-17 09:41:20,-571667.7813858846
2026-03-17 09:45:35,-613154.6628579592
2026-03-17 09:49:15,-672135.3971012549
2026-03-17 09:53:50,-688758.1278778407
2026-03-17 09:53:55,-717813.3669100023
2026-03-17 09:54:00,-737474.0621089052
2026-03-17 09:56:05,-741682.7747122657
2026-03-17 09:56:40,-790498.7960552217
2026-03-17 09:58:50,-787776.7152354425
2026-03-17 10:03:35,-813317.9876613992
2026-03-17 10:04:25,-813049.3597048651
2026-03-17 10:05:40,-813380.6600272715
2026-03-17 10:05:55,-813564.0952499987
2026-03-17 10:08:30,-814296.2783429311
2026-03-17 10:12:25,-814529.1994194617
2026-03-17 10:12:55,-815012.3258716546
2026-03-17 10:33:55,-876722.6525482112
2026-03-17 10:36:10,-846253.9661764143
2026-03-17 10:37:25,-856535.794387156
2026-03-17 10:54:15,-862170.4586282047
2026-03-17 10:54:30,-877552.5121320074
2026-03-17 10:55:45,-867687.3515106477
2026-03-17 10:55:50,-869007.402113647
2026-03-17 10:55:55,-905844.3275355088
2026-03-17 10:56:00,-916830.6315250779
2026-03-17 10:56:05,-922215.6177908364
2026-03-17 10:59:25,-922297.037722189
2026-03-17 11:05:15,-964064.6947886168
2026-03-17 11:06:30,-974346.2476620921
2026-03-17 11:36:05,-1047569.4805951911
2026-03-17 11:36:45,-1047750.5086607103
2026-03-17 11:36:50,-1047565.5817025732
2026-03-17 11:37:05,-1047846.7015375595
2026-03-17 11:38:00,-1048119.1311443152
2026-03-17 11:40:00,-1047999.5066795071
2026-03-17 11:46:20,-1070140.764345538
2026-03-17 11:47:25,-1049969.1052693636
2026-03-17 11:51:45,-1070449.428726269
2026-03-17 12:01:40,-1086574.4237966703
2026-03-17 12:06:25,-1089842.534176342
2026-03-17 12:06:30,-1100523.875507169
2026-03-17 12:06:35,-1102169.91408589
2026-03-17 12:12:45,-1087093.4709392942
2026-03-17 12:12:50,-1092464.591494137
2026-03-17 12:16:00,-1117700.5543368643
2026-03-17 12:23:25,-1140717.1896057136
2026-03-17 12:32:25,-1167505.992722506
2026-03-17 12:36:45,-1189252.963605218
2026-03-17 12:52:05,-1235554.6700834555
2026-03-17 12:56:40,-1243471.836063038
2026-03-17 12:56:45,-1248762.586355798
2026-03-17 12:56:50,-1249698.577153446
2026-03-17 12:56:55,-1250038.0392855306
2026-03-17 13:06:10,-1295353.856275658
2026-03-17 13:13:35,-1318219.0931859352
2026-03-17 13:18:50,-1340570.3879977635
2026-03-17 13:18:55,-1351969.891545608
2026-03-17 13:20:05,-1359862.9321908792
2026-03-17 13:20:10,-1366298.6065330063
2026-03-17 13:22:35,-1369537.6279240472
2026-03-17 13:22:40,-1383342.1518248494
2026-03-17 13:27:25,-1443195.440145647
2026-03-17 13:39:15,-1462739.4983160058
2026-03-17 13:41:40,-1507338.593331243
2026-03-17 14:12:35,-1507300.7567128409
2026-03-17 14:12:50,-1513487.1762869575
2026-03-17 14:12:55,-1519676.6841368524
2026-03-17 14:16:05,-1532547.3395459235
2026-03-17 14:20:05,-1550489.9370854644
2026-03-17 15:20:25,-1757334.0744653018
2026-03-17 15:29:15,-1767060.8175909577
