strategy,run_id,elapsed_s,n_fills,n_states,total_realized_pnl,total_unrealized_pnl,net_pnl,total_commission,total_slippage,total_impact,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,max_drawdown_duration,annualized_vol,var_95,expected_shortfall_95,fill_rate,cancel_rate,is_bps,vwap_diff_bps,avg_slippage_bps,avg_market_impact_bps,timing_score,partial_fill_rate,maker_fill_ratio,avg_latency_ms,annualized_turnover,avg_holding_period,iqm_return,scenario,symbol,resample,seed,data_hash,status,llm_call_count,llm_error_count,llm_error_rate,estimated_llm_cost,avg_llm_latency_ms
micro_alpha,bd420564-68bd-4c47-be7b-67a6ae2f3857,59.14,54.0,4173,118321232.6219394,7507214.058258886,124220558.5170867,1607888.1631115975,857947.8515889015,1040738.229525873,5.077207147903834,874.6402335093436,590669883.1521289,0.9999833154450604,9.0,116335617.37418398,118741.18674669862,142804.7484788994,1.9654708520179371,0.9840472673559822,7.087869223514166,5.855510791063662,4.1197360662044025,5.593623477014904,0.4074074074074074,0.0,0.0,1.5108158880498626,77.52792854528428,4165.0,2.9347266042013342,samsung_0313,005930,5s,0,88dddde0b457719d,completed,,,,,
llm_alpha,8905c999-8c7f-4195-9fa5-5ce1ac7df1d9,40.59,49.0,4173,78928224.49415083,-1489410.82565158,76177878.28666562,1260935.3818336304,663289.4676202178,743412.0621346931,4.54153333959406,253.96155968271358,400033242.1943665,0.999824516941363,27.0,88067842.56112497,277402.06672708614,323688.2316033393,1.8202692003167062,0.9735278227984873,6.275171587404242,19.032201774297505,2.8106259562958282,4.847833481510688,0.6326530612244898,0.002701242571582928,0.0,1.5315665662999254,66.46396497302707,4165.0,2.0985964211417176,samsung_0313,005930,5s,0,88dddde0b457719d,completed,1985.0,0.0,0.0,0.0,0.05394060467311207
