,cumulative_net_pnl
2026-03-17 09:00:00,-1752.2417074164896
2026-03-17 14:54:40,-8673.910710593293
2026-03-17 14:55:55,2097.4412065314345
2026-03-17 14:57:50,-46.16996942817195
2026-03-17 14:59:55,-65552.87685320097
2026-03-17 15:04:25,755408.939980167
2026-03-17 15:05:40,754798.742758927
2026-03-17 15:07:10,721211.7689331092
2026-03-17 15:11:40,701510.7846228012
2026-03-17 15:11:40,672841.3577324094
2026-03-17 15:11:50,672236.037543415
2026-03-17 15:20:10,-2314566.0832824707
2026-03-17 15:20:15,354079.6954617938
2026-03-17 15:20:20,300524.26835804887
2026-03-17 15:20:25,280238.8809355295
2026-03-17 15:20:45,366868.73208562686
2026-03-17 15:20:50,453498.56443492015
2026-03-17 15:20:55,540128.3966891614
2026-03-17 15:21:00,704005.7223312237
2026-03-17 15:21:05,867883.0442059678
2026-03-17 15:21:15,1300325.4742805262
2026-03-17 15:21:45,1299852.54868248
