timestamp,symbol,realized_pnl,unrealized_pnl,total_pnl,commission_cost,tax_cost,slippage_cost,impact_cost,spread_cost,total_cost,gross_pnl,net_pnl
2026-03-13 10:13:00,005930,0.0,-4569.034520409477,-4569.034520409477,989.466903452041,0.0,4571.145325805652,1869.8979781342314,0.0,7430.510207391924,-4569.034520409477,-5558.501423861519
2026-03-13 10:14:50,005930,-22377.446077486966,0.0,-22377.446077486966,37557.225183630326,0.0,2439.076038138616,7834.129947744691,0.0,47830.43116951363,-22377.446077486966,-59934.67126111729
2026-03-13 10:14:50,005930,19766960.62296333,0.0,19766960.62296333,37557.225183630326,0.0,2439.076038138616,7834.129947744691,0.0,47830.43116951363,19766960.62296333,19729403.397779703
2026-03-13 10:14:50,005930,19766960.62296333,0.0,19766960.62296333,37557.225183630326,0.0,2439.076038138616,7834.129947744691,0.0,47830.43116951363,19766960.62296333,19729403.397779703
2026-03-13 10:14:50,005930,19766960.62296333,0.0,19766960.62296333,37557.225183630326,0.0,2439.076038138616,7834.129947744691,0.0,47830.43116951363,19766960.62296333,19729403.397779703
2026-03-13 10:14:50,005930,19766960.62296333,0.0,19766960.62296333,37557.225183630326,0.0,2439.076038138616,7834.129947744691,0.0,47830.43116951363,19766960.62296333,19729403.397779703
2026-03-13 10:15:25,005930,0.0,-61280.97289080685,-61280.97289080685,4987.808097289081,0.0,61356.35624819721,47739.62652586829,0.0,114083.79087135458,-61280.97289080685,-66268.78098809592
2026-03-13 10:16:00,005930,0.0,-111736.13273194106,-111736.13273194106,2931.1255159841135,0.0,7256.956092304466,15267.272692147606,0.0,25455.354300436185,-111736.13273194106,-114667.25824792517
2026-03-13 10:23:15,005930,0.0,176087.145824607,176087.145824607,1985.9576721443436,0.0,14587.428463241693,9183.462008427156,0.0,25756.848143813193,176087.145824607,174101.18815246265
2026-03-13 10:26:15,005930,65487.294964027125,313669.7166596856,379157.0116237127,37763.012745018306,0.0,2129.905927995715,7525.238551928137,0.0,47418.15722494216,379157.0116237127,341393.99887869443
2026-03-13 10:26:15,005930,64174.69000545179,235252.2874947642,299426.977500216,37763.012745018306,0.0,2129.905927995715,7525.238551928137,0.0,47418.15722494216,299426.977500216,261663.9647551977
2026-03-13 10:26:15,005930,61987.015074485564,156834.8583298428,218821.87340432836,37763.012745018306,0.0,2129.905927995715,7525.238551928137,0.0,47418.15722494216,218821.87340432836,181058.86065931007
2026-03-13 10:27:10,005930,0.0,94411.09395959973,94411.09395959973,3979.5623764370234,0.0,19233.055133511287,30054.59544175287,0.0,53267.21295170118,94411.09395959973,90431.53158316271
